drug,gene,disease,label
1431829,2013476,9135,9
55513,31201,224560,0
5050365,4891100,9135,9
3919039,2244389,6180,2
7109,8854,326636,9
50969,692653,1878136,1
10472707,687,58096,9
765940,458240,10486128,9
1299225,4155256,45739,8
175691,2838752,66759,9
15642,2402482,61912,9
450635,10452574,6985,9
5021636,3392595,45805,9
2728504,790,50719,0
2640096,427114,3651,9
68642,1847029,24258,4
179443,2796610,1878136,6
1438,1909165,16563,0
2393640,444610,54103,9
6298103,748004,4697,9
105887,4516862,4697,9
7252286,445495,1982970,9
474464,84131,63423,3
283198,929750,884,6
11597954,17217,35951,9
12179,3126325,45805,8
21341,424157,204092,4
5655,1237965,10473755,0
86960,5,17141,0
645728,8092,60149,8
1851668,3315687,1878136,9
303906,161,1023466,9
5744123,1869687,9135,1
403574,3195967,45739,9
21038,6107079,326636,9
3539808,270979,2707,2
161798,1844,10473832,0
4113781,135212,9135,1
3984055,1971951,6381588,2
6534296,549453,9135,9
163783,4778681,45739,6
283198,5076783,158349,7
388549,3020481,60149,9
67636,3499382,12783,9
5915218,1906786,2707,4
6072223,344879,10485827,9
1438,456080,3236624,9
93,455771,174128,9
1165692,5730,99010,9
228621,2198684,35951,8
765940,535157,1940628,9
2846546,4932222,63423,9
34887,4045730,12783,8
7222384,506699,4697,4
52916,4157811,2707,9
10762538,3820483,61912,9
34072,3676,96696,0
4089207,243019,3651,5
4113781,491984,2513408,2
10674828,3289229,3108,3
214019,13960,95197,2
440552,141622,10483623,7
1773925,5897435,35951,1
474082,1865718,6124,9
4012,4596589,10635,9
179443,3191476,72167,6
4977163,408881,73939,1
2910584,454623,35951,4
3315156,2940597,72167,3
266223,2003757,10486110,7
9338013,5393,1464005,9
78223,3014346,22163,2
4263,3399893,8069466,9
6082475,3024537,6160,9
71048,484984,66759,8
4757348,4490912,3651,4
398366,474823,102938,9
603113,19886,10483770,9
3330778,454103,10485200,9
36183,2981,326636,5
10839323,2796005,66823,9
398366,4891100,2707,9
3216,142047,73856,9
10472641,178175,4697,9
2320146,92832,60784,9
67636,2393202,12783,1
6434902,8646,10486258,9
32794,200416,10635,5
10473360,3435866,204092,9
418956,1905636,2434323,9
474464,603737,2707,3
532955,2255110,10474093,9
11598364,3599565,6985,9
46459,475972,9650,7
5898,1932150,61912,9
4187760,487225,174128,9
84494,2617732,45805,8
1840219,535631,63423,3
1821348,438849,66759,4
148687,177683,1555,9
2846546,5958280,45739,6
112351,516617,8518,9
16660,125841,72167,9
165568,907346,8518,5
6128880,870597,3635896,2
150714,104916,204092,4
2834960,81682,3651,5
266223,3151839,10473919,9
381781,960750,10483432,9
5928290,2110139,174128,9
192782,434802,9135,5
1165599,177187,180889,9
67488,48119,1878136,8
192169,2260396,35040,9
476160,2358691,10483983,9
228621,7746615,174128,6
34887,2603385,1878136,9
47384,3560833,2707,3
127859,463871,1878136,6
5662439,625348,3651,4
398366,553089,3651,1
7896799,1099112,24258,9
59114,197651,12783,3
2959500,3544673,41739,9
5898,459148,326636,9
747153,538330,9320,9
214019,243019,10483935,9
4635677,11000,10474093,9
48981,4560,10484083,9
11356995,121092,186202,2
4597460,2590481,10635,9
192782,90315,10483342,9
981169,3433176,603924,2
10473600,484484,58096,9
1266,3571,35951,9
2000539,2746588,16572,9
60781,243019,3651,5
173,791480,3651,5
450635,2201414,72167,9
4113781,3041600,326636,1
8466470,2364801,9135,9
10473728,822439,2434323,9
6420190,1988,10473903,2
252800,2120476,63423,9
433237,2200502,28917,9
10004,89096,66759,9
10472598,472954,10485080,9
3713758,638034,40528,0
45424,591309,8518,6
450635,1863295,46848,7
203236,30566,58096,9
546037,210890,96696,9
10473019,432315,13693,9
3396256,5024160,35951,9
10472650,7746615,174128,9
409233,468345,2147,9
560885,102916,35951,0
4113781,1725273,2707,6
409233,51963,1878136,9
772971,90537,2974759,0
7137046,4218,326636,5
765940,180991,10484197,9
5232711,14293,66759,1
4755002,520462,63423,3
4113781,69854,38265,9
2846546,454443,508471,7
10473474,4715862,9135,9
146650,1693599,10474047,9
400477,69153,6124,9
1426774,4544,9135,4
182995,4317819,3619,2
5898,2776,207139,7
89129,21431,58096,6
10472786,31960,10483141,9
34887,7111065,43545,9
8897,529154,609892,0
3094529,323373,5670415,9
764079,2325942,6124,8
20345,3509311,10486068,9
283198,2432691,10486191,9
603113,19277,884,8
1128689,3235208,174672,9
482430,662934,66759,1
3318,4792,251848,0
36734,2503320,9135,9
10473415,449087,9135,9
10472929,618739,884,9
5640025,594680,2147,7
23431,2420570,10483425,9
266223,483563,2562936,9
156684,1895595,586880,9
511036,290,63423,8
13703,3971761,45739,9
10473484,1911949,10484508,9
163783,185758,66759,9
88239,1273885,46312,2
9154,343,10484701,9
457739,105097,213707,0
138506,491367,100916,9
46459,5830021,10635,9
1807241,461398,2434323,0
398366,773889,127585,7
10472707,3340030,16676,9
196674,761272,60149,8
1941820,2468508,10484559,9
5318843,243019,45805,4
474082,68925,24258,9
10472613,783122,10635,9
21038,506789,204092,5
105887,544805,38193,7
60781,79666,16495,2
563717,543743,72778,9
868,152181,243735,9
474464,6246931,61912,1
3990138,10459706,33290,9
264422,3124283,151466,9
96570,4878742,10473903,2
80861,2281,622578,0
609,2653133,3651,4
1562636,343,24258,5
10473133,543661,8518,9
171896,4575436,10484066,9
721477,4560,174128,8
165568,10459706,9135,9
505,12454,60149,5
626714,2809862,174128,1
764079,484984,1878136,8
10472965,142047,9186,2
4880849,451922,1878136,9
26633,681083,63423,9
2377198,478148,73939,9
6279245,5134695,72167,6
1917966,1836869,9135,9
6985338,243019,52166,4
163783,175513,2702,9
173885,128599,62965,2
4113781,433272,10483981,9
229374,4063318,33290,9
3037699,61115,9135,9
68659,3573608,10473837,2
1977989,669927,33290,1
50969,177187,1965400,9
1030075,1836,56978,2
120376,3587446,207295,9
5898,529159,77526,7
192339,5868308,884,9
10473018,2253091,12106,9
1637350,659729,66759,6
424366,44501,58096,9
457626,2089580,45739,3
219391,3419921,10484433,0
36467,57791,46816,9
105887,13286,508471,7
4755002,648030,1878136,9
9121,9428,67205,9
2720427,303704,9135,6
46459,108,5751332,9
94694,570821,10483494,9
10472620,3652108,58096,9
450635,2508673,63423,8
63784,4769755,265933,9
11135,47489,204092,1
5640025,370046,25934,2
169162,1905634,2083303,2
212081,709,10635,5
1278754,4033464,3651,8
440255,132821,24258,5
3539808,3750025,45739,1
626714,4289817,63839,9
5050365,1833813,1981531,0
7520,187991,2707,4
5915218,49167,603924,0
34887,754366,2937,2
4324821,7255,9135,6
82125,7811489,1878136,9
556520,65697,45805,9
1165599,118048,60149,8
3133,1625627,6160,5
10472666,3126339,10473865,9
10473707,2232030,63423,9
67636,2333390,120135,9
117697,547552,10483479,9
1530426,191841,329598,9
574093,3967549,1878136,9
9446,2289904,8518,9
2189849,2657801,58096,1
78223,1556862,1555,8
69166,1891274,7013,0
597286,1013751,1878136,6
48981,1909163,50882,7
3396256,2584011,34921,9
437962,2435756,1878136,2
110290,141370,1878136,9
28941,2138553,33290,9
839269,436042,2781669,9
6519838,501987,58762,2
4113781,2962946,10635,9
50969,3602403,6985,8
10472746,525135,66759,9
1574910,2303896,60149,6
10473520,447339,796920,9
20290,196194,4697,9
117697,2165269,494926,9
42887,2962003,10474101,9
214019,21135,1274034,9
764079,2388750,24258,2
765940,4001339,180889,3
510056,456080,72167,9
32455,636297,10483552,2
12247,166585,45739,9
21038,100927,45739,5
67636,530691,60149,1
2000539,5007444,2499,9
63784,96462,2707,8
764079,284748,89319,9
256578,1273885,35951,5
547752,2285394,10483616,9
3774,5815007,326636,9
162604,38595,174128,6
10473650,4697221,63423,9
957,36770,35951,1
122969,836885,884,9
100964,7595,10473945,0
7954030,446656,25212,0
196926,3587117,2499,3
4755002,3161028,174128,3
3133859,5024160,6159,9
450635,609332,9135,3
10472583,6143854,66759,5
19025,681542,10483879,9
37594,190359,45739,6
60781,1978831,174128,9
46459,3544673,204092,6
491224,490469,52166,9
410158,2864142,61912,5
5554047,243019,3651,9
63784,3343903,2707,6
164113,61434,10486113,9
35999,63644,41554,9
59114,5248484,9209,7
16105,163611,10474163,9
4030760,435521,26897,9
522368,49167,180889,9
21341,3078474,35951,9
86034,3660,98526,9
19615,827104,10635,9
1155406,875,58096,9
5915218,482795,35951,5
5280470,342017,3651,9
110290,2730085,884,8
56766,477743,10473771,9
10473429,6768,88039,9
34887,10042541,1878136,7
264422,3509345,24258,9
366873,3676,13181,0
511825,3486,174128,9
474082,1935580,204092,1
10473608,1772,9135,9
10472583,26788,160912,0
571231,2716662,10483525,9
35999,63644,108784,9
2491301,434621,53139,9
1011697,26196,431087,9
10473123,8093,174128,9
4694142,3997879,2434323,0
229374,39113,204092,8
474082,2602731,33290,6
6058618,5166821,14703,9
126641,465844,2499,3
4757348,2443642,67519,9
764079,59174,12598,7
3195507,17539,2707,1
4757348,136182,3651,4
363100,4804238,60149,6
721477,497510,16676,9
3396256,469850,63423,3
1498882,2593523,58096,9
588409,9678,20644,0
13957,662934,66759,1
597286,2321376,72167,3
474082,974180,66759,8
192169,6107079,12783,9
602,1870101,73939,9
10473385,22112,60149,5
436763,185758,8518,1
3489,1140352,145769,9
81976,114711,202921,9
5948041,615529,174128,9
247522,2974208,6985,9
837453,433452,10474163,9
357963,1141946,66759,5
222456,31960,174128,1
11599072,83407,9135,1
145030,182731,63423,9
309,1690,35951,5
495311,507416,9135,4
37539,243019,45805,4
4324821,3156587,45739,7
3000693,101889,35951,3
505,1905050,35951,9
4113781,3490419,1878136,8
749705,243019,3651,5
101045,2486368,73939,3
922273,638262,350136,9
721477,409753,3651,9
1165599,811929,61912,6
4587885,3598680,44294,9
279383,63773,58096,0
10473421,3151839,73939,9
78223,5797222,11625,2
68659,1109835,16563,0
1400560,26805,10483951,9
516679,5375,750262,9
476906,120072,10474168,9
2503,5080894,1555,9
3984055,1173533,10483975,9
5640025,1870101,63354,9
398366,169465,58096,7
55896,172058,4674,0
5898,2776,63423,8
2352,625348,3651,4
105887,458096,33290,6
78223,5639234,58096,9
609,583308,449388,9
37624,45156,10485045,9
17708,261214,54953,9
67636,187189,3236624,9
165568,3002488,45739,9
541049,69897,12783,5
92,4405169,180889,9
556520,7529,112712,9
10472695,2852,9135,9
104890,766242,73939,9
8685834,597215,10635,5
93605,444597,11654,9
150714,27266,61912,5
94281,243019,3651,5
46459,82240,10486208,9
6279245,3289360,58096,9
493519,433640,3651,4
10472834,6427938,204092,9
85546,114039,63423,8
4130363,5007444,73939,9
10473732,3019297,63423,9
63784,456236,204092,8
6335007,625348,3651,4
1165599,2742899,6160,3
10473164,412832,72167,9
450635,142816,66759,9
4072560,104403,66759,4
34887,738314,50819,7
2642365,13286,615690,9
3396256,3025935,6985,9
1155406,615529,174128,9
5679640,4102,4669,0
78223,2867088,10483804,7
5660554,2036278,174128,1
165568,899850,63423,8
163783,2810970,9135,3
11510,4560,174128,5
34887,618876,10484535,9
289826,822439,10474093,7
8570,3597884,61912,9
2995601,92832,45805,5
10472823,5640,174128,5
162030,526197,45739,1
1113870,2711962,2615,9
981169,133621,10484717,9
5504133,302588,4697,9
1559882,4560,8518,9
74661,7423,326636,5
3533409,1207,16563,0
48981,3500556,64198,9
51267,469852,517545,9
51588,4777385,884,9
4405083,1521887,76934,9
63784,7334963,60149,9
229374,3024537,204092,9
5898,815736,35951,1
626714,1836194,4697,7
10473033,28412,24258,4
127859,1105061,2707,7
3512895,548540,10485159,0
359295,484783,115732,9
1011697,513318,16563,7
660,1892194,2592816,9
81438,434995,10486066,9
163783,410081,48085,9
5376066,2262955,24258,9
1341796,433076,180889,9
1165599,4761702,2499,3
10473385,22112,174128,5
121610,5852717,207139,9
6257239,809963,10486261,9
7222384,506699,1356130,0
492430,2551189,2499,9
922273,2144219,1878136,8
10473686,123749,4371433,9
3984055,4430426,73939,9
71048,2685483,2707,7
537500,641310,63423,9
1276578,2198619,6266121,9
266223,2616997,615690,2
17708,5830021,10886,9
10473273,3341,1555,9
28588,463603,10635,5
10473148,164082,6985,9
10473728,8644853,1555,9
169022,57190,72167,5
266223,179943,10485426,7
511682,436447,6160,9
5898,479819,10483983,9
136463,2424140,8518,9
215208,2767034,24258,9
49873,547552,16676,1
1941820,2117879,66759,3
7315667,5800,6124,1
5621517,2963152,10473938,9
68043,243019,10473865,0
4649726,2203176,28729,2
5796400,2165269,10486169,9
1165692,3179169,16563,9
478999,2260396,10486202,9
299762,3358081,24258,1
50969,67729,10473988,9
4373910,559216,180889,1
493050,2776,204092,6
474,69153,6124,1
34072,3676,884,0
75800,623098,73939,4
34887,7304869,9135,9
100,114203,35951,4
680370,480335,10486279,9
2669288,7319,2461,0
1230178,144161,174128,5
165568,577769,10484852,9
183696,2200502,10485768,9
793100,528353,49484,0
59114,3652108,8518,9
15851,591459,35951,4
250753,709,10635,5
1165692,2870919,35951,6
110290,540682,60149,9
165568,3836668,2499,1
87217,472954,1878136,9
10411,21414,9135,4
53229,16814,45805,5
517200,433452,278413,9
12883,631722,8929607,9
1568,162441,63423,3
46459,1896560,72167,6
1784184,11414,10483148,9
433237,5639234,9135,9
15941,161,967055,9
3396256,9709,2707,8
1410290,7941,38265,4
71048,179803,24258,9
117697,8517769,35951,6
100,144161,174128,5
5640025,3287531,61912,1
10473704,2839285,3368465,9
181691,337,31913,2
3396256,4055521,2147,8
4150,2764233,9135,4
6210298,44695,10486221,2
117697,48119,72167,6
229374,529159,549266,7
3891384,2690638,35183,0
146527,88084,298191,0
6574170,1147244,60149,4
765940,4063318,63423,9
1231198,4343,61912,9
5601,3518844,174128,5
597286,1846777,81307,9
4755002,434410,58096,6
626714,695503,204092,9
626714,932993,17498,9
2000539,609940,44282,9
1999958,1300860,10484760,0
163783,3992,8929607,9
60416,2725081,72167,9
127859,5989684,66759,6
59114,103662,73939,8
99080,2018,4697,5
7717,2517188,326636,9
454166,3328980,152316,9
282268,2929953,52166,9
10472826,531,174128,9
4587885,513427,60149,5
74661,243019,45805,4
34887,1875927,52166,6
5157583,4773512,180889,9
2037944,243019,52166,4
11598970,811929,61912,9
450635,2443642,55907,9
17708,2536450,1555,9
471378,1964438,174128,1
206941,484785,61912,6
157174,507414,9848516,9
157464,408827,3651,9
55837,507416,7053157,9
10472903,463603,58096,9
764079,7730294,2434323,9
45424,1930896,2786746,0
3071168,7423,326636,5
68659,6205510,63423,9
67636,131465,9135,6
4113781,1722467,6264557,7
2752740,2522793,9135,1
626714,58423,174128,6
721477,134660,1878136,3
1300794,35636,58096,9
3352470,3161030,10635,9
11598258,139761,6985,9
11599093,2110139,2707,9
127859,3565827,2714,9
10473479,12497,10483873,9
945053,343,2616,9
72589,258717,180889,9
603113,248560,82819,9
264422,79666,63202,7
63784,623098,11625,7
1840219,86399,12783,5
3984055,530207,174128,6
25244,1827,1496519,0
189034,269434,5972557,2
555729,1835956,10473796,7
3396256,1237966,1555,3
76722,337,52166,1
292383,61754,8518,9
10473085,127781,63423,9
114283,2733233,12783,9
450635,458900,8518,6
145871,510332,16563,0
2761674,1835448,9135,1
462300,245509,1878136,4
433237,155054,33290,1
170015,570821,63423,9
34887,2827035,548233,9
981169,2337970,6710,9
5157583,433762,14653,9
1049080,3821568,60149,8
1821348,1885800,285565,9
1884886,569559,202601,9
831250,3418104,66759,8
86285,88084,298191,0
6082475,1874377,9135,3
6181154,433454,66759,1
92,182713,10485661,0
464745,2388915,29176,2
10473032,134699,9135,9
2040,1740,8518,9
30840,82864,1555,3
488215,1874,5362669,9
5640025,2636032,5617871,9
4977163,475772,10635,1
117697,2584011,6985,6
765940,430560,10486279,9
1155406,455771,35951,9
122969,1565659,6985,5
37013,2,884,4
483806,449087,9135,1
4571542,499385,2147,5
1155406,3823699,73939,8
2869004,452089,7607,9
110290,169202,10486108,7
51051,2602731,24258,9
609,3917928,72167,0
283198,2539062,892957,9
2424746,3069009,73939,5
10473008,1951112,62292,9
816882,163611,3651,9
483265,3334648,1878136,9
6142794,3129228,1878136,9
3133859,137131,534409,9
191325,305423,2237,2
5504133,1891320,10473865,9
10473189,2036280,3651,9
3484839,2337001,11101,9
10473739,2425941,153473,9
657599,559216,60149,5
86114,134660,1878136,9
50969,384849,7273,7
1165692,3143817,174128,1
51267,3158862,66759,5
6072223,344879,63423,3
331454,5648646,8518,8
239275,2455658,67679,9
78223,6857533,133259,9
76021,4649394,60149,9
9831,438848,11101,2
110290,4727809,2876,2
2648865,29596,10473753,0
10473520,3073,3733,9
981169,2003496,2707,8
467685,105097,2899,9
570704,301,45054,0
398366,7123178,2499,8
16660,243019,51170,9
2675491,9851,326636,5
10472707,589248,872583,9
10472583,1901217,60149,9
47214,460910,8023007,2
436562,2,884,9
59426,7595,10483879,9
50969,498779,326636,9
3984055,467984,401106,7
10472583,506789,24258,4
82369,117365,72167,9
2484890,52435,10483463,9
133994,2755472,796920,2
5640025,920925,1878136,9
4140459,243019,5841,9
229374,1023,1555,8
398366,468345,6985,9
410158,736096,3651,9
228621,488365,204092,6
5850195,454376,9135,5
10473085,3921,64227,0
478999,2260396,62493,2
10473179,465291,63423,4
105887,4777385,28802,9
91770,598966,180889,9
2234618,2874637,226186,9
157372,117365,3651,9
10472735,11073,73939,9
4755002,1847536,2499,3
289826,2068541,45678,9
1609481,543743,7359585,0
110695,507416,9135,4
10472630,1993383,180889,9
2191567,69153,6124,1
327385,1893221,21127,9
50969,181837,550334,9
37013,2,47505,9
454166,2713242,115769,9
3159260,3917040,1878136,4
680370,570142,10635,5
961973,1702762,10474093,7
182399,3634815,73939,9
73433,8948,65716,9
1918502,16297,184124,9
110290,6857533,10635,1
182432,1340878,12783,5
556520,435928,3062458,9
8685834,442468,37098,2
6143,487111,2707,5
216617,261,60149,4
10473469,8954,2984444,0
20097,4720829,385479,9
482430,690651,61912,5
46459,1837129,3262541,9
10472898,243019,52166,9
219003,7334963,204092,9
420654,2704168,204092,9
603113,78408,60784,9
629889,2489511,60149,9
4456047,169452,63423,4
283198,2521917,2703,9
229374,2962946,2499,9
6279245,2194524,6475251,7
4686256,250710,52166,9
6611299,1833813,33290,9
398366,169465,10486336,9
1165692,88137,9135,6
48453,7289,45805,4
7351891,450249,10484631,2
8155732,243019,12783,9
5640025,2413755,9135,3
5898,863915,884,1
148687,2779342,6124,8
3918089,2494059,63423,3
60781,3847453,33290,9
110290,2945758,4697,6
249807,452186,587092,9
1318974,3526129,2707,9
382858,2568623,10635,9
1242570,540682,9135,9
839206,103662,10485931,9
289826,141370,799638,9
34887,78408,16676,6
40580,8417165,61912,9
3089297,4209391,326636,9
2846546,146411,16676,1
264422,4219010,60170,9
1463422,4380317,61912,9
45424,26223,204092,9
4278599,2767034,45805,9
573284,243019,25212,9
1155406,5024160,3651,9
784303,36914,72167,0
4755002,2717459,8518,1
127859,5363607,61912,9
556520,2303896,60149,6
190694,502728,24258,9
1014,28584,52571,9
3396256,2582360,180889,8
5898,3136640,5273849,9
398366,2420959,2091991,9
8705,38595,10485026,9
440563,82864,45739,9
474082,433329,3053,7
68659,131630,137179,9
5655,212573,38193,9
526,4932222,6567,9
8685834,506789,53895,9
3091852,1119447,45739,9
266223,19277,12783,8
163783,344684,8518,8
439947,369434,326636,9
765940,2775026,18660,7
248182,243019,45805,4
10472583,3525038,66759,4
229374,1865144,258958,7
65041,386823,72167,5
10473192,400981,4573030,9
46459,4442704,38265,3
6720212,1895509,39719,9
574093,1629988,12783,5
474082,3920137,8518,9
6279245,2085618,6985,6
10473523,91286,45805,9
437410,2279684,174128,1
626714,3982750,29408,9
6258660,1895760,541199,9
75810,775115,2981841,0
33188,589512,45739,9
11126,837719,45739,9
196926,23240,46756,9
196926,30559,10483663,7
370178,465291,63423,9
110290,185152,10483141,9
2895,158435,10484470,9
79082,564958,174128,1
59102,5842624,6160,9
3984055,179803,45805,9
765940,2342754,38265,6
4012,3800,124519,9
266223,2481061,52166,6
1844758,9851,10635,5
11367068,15482,63423,9
398366,14073,60149,1
110290,1905852,44300,9
4147808,1869685,2707,1
1011697,51963,41001,9
2138130,2838752,6124,9
2599,488365,12783,9
92,1391038,9135,9
5467356,565188,1855807,0
517200,42412,2499,9
334,2932674,3651,9
4790884,2013114,1878136,9
3091852,532804,54367,9
11599220,30898,6124,9
229494,510489,8616860,9
7382070,51984,96696,2
46459,1599143,183370,9
435476,408856,16460,0
489940,507416,9135,9
989,5640,35951,5
249375,2523,10485664,9
4757348,62749,1878136,5
11599311,4033464,61912,9
1569135,827828,33290,5
20916,4544,89319,9
117697,2483738,884,1
2846546,1260638,2147,6
10376,3499382,204092,9
132841,386823,3651,5
104890,67344,6985,6
59114,6381728,10483412,9
10473569,1902580,535764,9
3489,3472542,884,9
10473550,273895,1878136,1
89097,502343,296976,0
10472683,25432,6124,9
556520,3524642,174128,6
113997,4814574,9135,3
2841679,465462,7380,2
189567,4096049,1150735,9
229374,2655082,884,6
10472836,1874335,326636,9
17708,506789,204092,5
7207789,432783,884,3
127859,1903345,774744,7
480663,909270,3651,5
21038,2632,2499,4
4372311,434621,9135,4
1034322,2255584,10485942,9
10473647,120072,63423,9
5902590,2475193,1555,9
56937,999120,58096,6
38465,2669692,12783,3
1268827,598966,564099,9
85546,590213,4697,3
47384,524941,59667,9
35479,2983,105707,9
289826,2012125,72167,1
3690377,451922,10483698,9
10473044,2420570,9135,9
571895,1119757,61912,9
4757348,163023,10484133,9
1906,4374444,10483167,0
3756081,2243782,10474093,2
764079,2232030,10486233,9
47384,3499381,884,9
2704883,437144,52166,9
922273,2617732,45805,8
303875,475536,7607,2
29785,3981698,180889,9
289826,471629,104260,9
4844768,1847644,8518,3
10472938,433272,6985,4
59113,365174,734790,2
6670,457322,61912,5
110290,970538,7607,9
88307,535647,6160,9
6679243,123132,10486107,2
4798443,444593,45739,3
764079,134699,9135,8
575789,713813,58096,9
3960527,542882,72467,2
334022,8142833,10474044,9
10473321,35636,58096,9
2631558,584792,10484038,9
13302,1099112,3651,9
11598198,503566,2586995,9
3122139,409777,10473822,9
165568,119681,58096,8
33675,116359,884,4
266223,550457,17258,9
41129,610716,58096,8
550201,749951,10486220,9
5640025,4356874,45805,6
5065092,597917,73939,3
3185942,3426183,10486279,9
272836,18455,10473770,9
89173,2091620,9499,9
650236,15971,9135,3
212081,517353,326636,5
487017,2716662,10483525,9
398366,242005,7359585,7
15851,168748,39285,0
922273,1629978,893742,9
10561,245508,66759,5
264422,9155222,2455,9
631524,2284629,158277,9
63784,3343903,45739,6
474082,518318,27397,9
8245864,2118212,10484215,2
4041,23384,35951,3
603113,19886,45805,1
56937,401725,9135,8
474464,2447796,72167,9
4757348,548541,45739,4
10473547,1902580,60149,3
99193,2589354,204092,5
1444279,447677,10473857,7
31701,414662,207236,9
21038,475049,2707,5
140733,8142833,8518,9
81976,3609,10486336,9
1155406,5363607,9135,9
34887,2651397,45805,1
199694,81389,10486225,0
283890,1364436,10486080,9
3224067,61960,22163,0
161551,2138553,10485964,2
318001,4678604,60149,9
8705,589512,58096,8
6361978,487426,118034,9
1284037,243019,45805,4
165568,1863295,6124,8
46824,17823,3782,9
248181,152181,4697,9
25617,13920,58096,9
981169,3655094,75968,9
474082,4224838,2434323,9
650236,2188342,38265,3
100388,463637,72167,1
626714,192411,37090,9
1418052,9353,884,9
189567,2542593,12783,5
35077,3952671,85183,9
22025,22731,45739,9
626714,3873241,31314,9
278848,6081723,9135,9
2197206,827828,9793220,9
1859594,597917,45739,3
210301,33038,10484535,9
5258027,432944,10486112,2
10472809,433096,3651,9
10473162,4356874,45739,9
88374,1895595,43435,9
205162,2432712,204092,5
4324821,1912886,58096,6
82369,175125,9138293,9
23629,6521,18499,0
2467,261214,6124,9
5540,501085,7607,7
68659,2086843,66759,1
196674,181837,180889,9
10473669,55760,10485931,9
46597,2568623,59308,9
501284,15683,174128,9
645728,6882439,326636,9
454166,2541428,2499,8
5655,16060,35951,5
3185942,555539,180889,1
264422,71749,10474153,7
2167858,584602,3619,2
2893,12579,27397,9
10473474,507414,2794,9
15094,533163,10485966,9
4755002,4043489,12783,8
78223,4380317,1878136,9
428223,63644,10483186,9
436631,5511,1555,9
34887,130011,174128,1
299762,484424,9138293,9
434259,3234120,3651,3
75800,7111064,9209,9
67636,2068541,6985,3
5201661,27699,66759,3
67636,543743,2499,5
78223,3421817,10473861,9
114792,273895,63423,3
562138,45176,18550,4
12179,177683,2147,9
4649726,5261,6985,1
764079,8910189,10473919,9
10790,243019,45805,4
1165692,3379,41104,9
47384,7070823,9135,3
5079823,647587,52166,4
228621,69854,63423,9
4113781,1237966,1555,3
10473659,814635,8518,4
63784,7861665,73939,6
721477,168746,5670415,9
224334,60929,140822,7
450856,2623845,61912,9
1096,555910,1878136,9
150714,2347524,58096,9
1444279,2522792,1701,7
41954,6107079,35951,9
57,51874,6124,5
4234318,3499382,3651,9
50969,833209,1878136,1
3984055,63452,6124,6
71820,2332782,6985,9
11329,1263113,363065,9
1155406,5830021,44751,7
67488,477743,17660,9
465499,1643345,6985,1
526,451222,40528,2
100695,2824887,5273849,9
3984055,2515845,10484580,7
2040703,463637,72167,1
231281,487900,45805,9
834789,598780,10635,5
5898,1690,35951,5
1165692,484984,11005,7
57,212606,3108,5
7717,3615672,11625,2
189567,2364801,87879,9
10410,51033,21127,6
6574170,1147244,63423,4
8685834,39113,60149,8
765940,574186,59667,9
9122,35636,63423,5
35999,4290068,6985,3
181247,13820,52166,1
110290,156162,8518,9
11510,2653110,10473864,9
5065092,597917,115732,9
4757348,535888,1555,9
57,4812853,24520,9
1043901,7111065,35951,9
2234618,3195354,8111095,9
1844456,7746615,174128,6
23460,4545,317753,9
122969,278577,46642,9
556520,4493184,60149,3
179693,2660209,326636,9
635895,749951,45805,3
3984055,7169811,2707,6
10473276,439298,1878136,9
8685834,484484,2707,3
747153,748004,4697,6
246923,2950942,3651,9
2846546,2725082,550334,2
3741178,488365,10635,9
238864,3078474,3651,9
1155406,2074523,66759,1
3203774,243019,52166,9
2681159,623091,436083,9
228621,458594,31061,9
163783,2739773,72167,1
1977989,4829241,884,9
71048,4601878,156773,9
68659,1877647,10485737,9
264422,2036280,3651,8
634668,92079,37779,9
81976,2861452,72167,3
4094612,2603284,8518,9
4649726,451797,75474,2
5640025,8346172,8518,9
282937,5166821,10484410,9
34887,34177,9135,3
105887,4678354,66759,6
462324,57831,58096,9
1609481,583814,31753,2
452463,475802,2237,0
67028,56464,174128,3
680370,7165794,58096,8
408294,1953239,10473865,0
5660554,478148,73939,3
300393,13061,326636,5
450635,3951517,33290,9
2497567,4001339,180889,3
114173,7788327,116575,9
8685834,248560,24258,6
5308631,472490,10635,1
37787,507414,10474081,9
60906,4884611,58096,3
17524,25084,66759,9
46459,3544673,12783,6
5288524,662934,33290,9
23840,2515661,1878136,9
94491,398872,6124,9
325798,582679,61912,9
59102,2902141,26909,0
779519,2110098,3651,9
435634,243019,12783,4
372450,489161,6159,9
5915218,73769,603924,0
1211100,507416,9135,4
5449174,243019,52166,4
46459,2834245,1555,9
8568957,456236,63423,9
320982,2353031,10484786,0
5257875,128578,45805,3
283198,2568623,1878136,9
10473536,479753,180889,9
84565,10824,6124,5
3396256,4949892,847475,9
556520,1836154,4657350,9
4977163,3105385,10486248,9
5640025,453358,10473916,9
252800,435595,10483489,9
863023,2132738,12783,9
11232,472498,11049,0
10472934,93548,45805,9
7475323,2801103,10635,1
217461,434970,204092,9
47384,463871,8518,8
603113,2296978,5670415,2
167633,550606,8518,9
11329,4516862,10485618,9
3654708,409694,326636,9
47384,4045730,12783,8
556520,1836869,38265,8
12405,571016,10485225,0
87016,1057596,4697,8
197282,1143833,4274608,9
212389,105097,2966419,9
57,2793,10484369,9
2839607,1932150,45805,9
21361,1941491,574293,9
23629,510489,8616860,0
163783,7799585,3651,6
5660554,491056,10483160,9
